序号,定位时间,行驶速度,行驶里程,已停留/总停留,车辆状态,地理位置,车牌号码,行驶方向,location,TRANSID,INCEPTADDR
"
58593,2023-09-11 14:51:02,5 km/h,743.88 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;镇海路61-109号;厦门大学附属第一医院,厦门市思明区上古街82号小区,镇海花园",闽D1YX58,偏南(174),"118.083413,24.454476",1801.0,"福建厦门古城西路9号
"
58594,2023-09-11 15:11:31,0 km/h,744.04 km,0秒 / 0秒,在线 / 无效定位,"福建省厦门市思明区中华街道;白鹿路22号-43栋;厦门市卫生局,厦门大学附属第一医院,虎溪社区",闽D1YX58,正北(0),"118.084657,24.455369",620.0,古城西路6号
58595,2023-09-11 15:11:40,10 km/h,744.05 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路22号-43栋;虎溪社区,厦门市卫生局,天鹭大厦-B栋",闽D1YX58,偏南(194),"118.084708,24.455266",620.0,古城西路6号
58596,2023-09-11 15:11:45,14 km/h,744.07 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路59号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D1YX58,西南(211),"118.08464,24.455093",620.0,古城西路6号
58597,2023-09-11 15:11:50,24 km/h,744.11 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路24;厦门大学附属第一医院,虎溪社区,厦门市思明区上古街82号小区",闽D1YX58,西南(230),"118.084388,24.454853",620.0,古城西路6号
58598,2023-09-11 15:11:52,23 km/h,744.12 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路55号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D1YX58,西南(217),"118.084307,24.454727",620.0,古城西路6号
58599,2023-09-11 15:11:59,27 km/h,744.17 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路26号;厦门大学附属第一医院,厦门市卫生局,虎溪社区",闽D1YX58,西南(227),"118.084047,24.45436",1801.0,"福建厦门古城西路9号
"
58600,2023-09-11 15:12:00,20 km/h,744.18 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路26号;厦门大学附属第一医院,厦门市思明区上古街82号小区,虎溪社区",闽D1YX58,偏南(201),"118.083937,24.454269",1801.0,"福建厦门古城西路9号
"
58601,2023-09-11 15:12:04,21 km/h,744.2 km, ,在线 / 行驶,"福建省厦门市思明区;白鹿路26号;厦门大学附属第一医院,综合楼,厦门市思明区上古街82号小区",闽D1YX58,偏南(179),"118.083869,24.454124",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
58602,2023-09-11 15:12:06,21 km/h,744.22 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路,兴华路-白鹿路交叉路口;厦门大学附属第一医院3号病房楼,厦门大学附属第一医院发热门诊,厦门大学附属第一医院",闽D1YX58,偏南(195),"118.083841,24.453968",2229663.0,厦门市思明区霞溪路25号、27号、29号店面
58620,2023-09-11 15:13:09,13 km/h,744.57 km, ,在线 / 行驶,"福建省厦门市思明区中华街道白鹿路40号;石泉路,石泉路-白鹿路交叉路口;厦门市地震局(地球科学教育普及基地),重庆宝妈酸辣粉,厦门人民防空",闽D1YX58,偏南(184),"118.08322,24.451594",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58621,2023-09-11 15:13:13,9 km/h,744.58 km, ,在线 / 行驶,"福建省厦门市思明区中华街道石泉路15之1;石泉路,石泉路-白鹿路交叉路口;厦门市地震局(地球科学教育普及基地),厦门人民防空,重庆宝妈酸辣粉",闽D1YX58,偏南(197),"118.083219,24.451511",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58622,2023-09-11 15:13:15,8 km/h,744.58 km, ,在线 / 行驶,"福建省厦门市思明区中华街道石泉路15之1;石泉路,石泉路-白鹿路交叉路口;厦门市地震局(地球科学教育普及基地),厦门人民防空,重庆宝妈酸辣粉",闽D1YX58,西南(212),"118.083208,24.451507",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58623,2023-09-11 15:13:17,11 km/h,744.59 km, ,在线 / 行驶,"福建省厦门市思明区中华街道白鹿路40号;石泉路,石泉路-白鹿路交叉路口;厦门市地震局(地球科学教育普及基地),重庆宝妈酸辣粉,厦门人民防空",闽D1YX58,偏西(285),"118.083152,24.451586",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58624,2023-09-11 15:13:19,5 km/h,744.6 km, ,在线 / 行驶,"福建省厦门市思明区中华街道白鹿路40号;石泉路,石泉路-白鹿路交叉路口;厦门市地震局(地球科学教育普及基地),重庆宝妈酸辣粉,厦门人民防空",闽D1YX58,西北(301),"118.083123,24.45166",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58625,2023-09-11 15:13:20,2 km/h,744.6 km, ,在线 / 行驶,"福建省厦门市思明区市镇;思明南路;王品台塑牛排(厦门中华城店),动手吧(厦门店),很高兴遇见你",闽D1YX58,西北(301),"118.08313,24.451685",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58626,2023-09-11 15:13:22,5 km/h,744.61 km, ,在线 / 行驶,"福建省厦门市思明区市镇;思明南路;王品台塑牛排(厦门中华城店),动手吧(厦门店),很高兴遇见你",闽D1YX58,东北(52),"118.083137,24.451726",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58627,2023-09-11 15:13:24,5 km/h,744.61 km, ,在线 / 行驶,"福建省厦门市思明区市镇;思明南路;王品台塑牛排(厦门中华城店),动手吧(厦门店),很高兴遇见你",闽D1YX58,东北(30),"118.083161,24.451796",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58628,2023-09-11 15:13:26,6 km/h,744.62 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路,石泉路-白鹿路交叉路口;厦门医学院美疗健康管理学院,重庆宝妈酸辣粉,厦门市地震局(地球科学教育普及基地)",闽D1YX58,偏西(276),"118.083128,24.451863",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58629,2023-09-11 15:13:28,14 km/h,744.63 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路,石泉路-白鹿路交叉路口;厦门医学院美疗健康管理学院,厦门市地震局(地球科学教育普及基地),重庆宝妈酸辣粉",闽D1YX58,偏西(248),"118.08306,24.451866",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58630,2023-09-11 15:13:31,12 km/h,744.64 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路38号;厦门市地震局,厦门大学附属第一医院,中国社区",闽D1YX58,西南(218),"118.082906,24.451853",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58631,2023-09-11 15:13:33,12 km/h,744.65 km, ,在线 / 行驶,"福建省厦门市思明区中华街道白鹿路44号;石泉路,石泉路-白鹿路交叉路口;厦门市地震局(地球科学教育普及基地),厦门人民防空,厦门市人防办镇海社区百姓课堂文体活动中心",闽D1YX58,西南(207),"118.082848,24.451821",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58632,2023-09-11 15:13:35,14 km/h,744.65 km, ,在线 / 行驶,"福建省厦门市思明区中华街道白鹿路44号;石泉路,石泉路-白鹿路交叉路口;厦门市地震局(地球科学教育普及基地),厦门人民防空,厦门市人防办镇海社区百姓课堂文体活动中心",闽D1YX58,偏南(165),"118.08283,24.451775",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58633,2023-09-11 15:13:41,12 km/h,744.68 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,厦门医学院(石泉校区),瑞泉山庄",闽D1YX58,偏南(187),"118.082848,24.451569",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58634,2023-09-11 15:13:47,10 km/h,744.7 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D1YX58,偏南(197),"118.082729,24.451424",1029422.0,厦门市思明区镇海路12号之八12-8-101单元
58635,2023-09-11 15:13:49,4 km/h,744.7 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D1YX58,西南(228),"118.082685,24.451421",1903.0,思明区镇海路10号3号楼8楼
58636,2023-09-11 15:13:50,5 km/h,744.7 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D1YX58,西南(242),"118.082658,24.451422",1035.0,思明区海景新村底层1-8号店面及203、204室
58637,2023-09-11 15:13:53,9 km/h,744.71 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D1YX58,西北(308),"118.082551,24.451467",1035.0,思明区海景新村底层1-8号店面及203、204室
58638,2023-09-11 15:13:55,11 km/h,744.72 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路9号-之1;厦门市地震局,鸿山公园,瑞泉山庄",闽D1YX58,西北(325),"118.082493,24.451528",1035.0,思明区海景新村底层1-8号店面及203、204室
58639,2023-09-11 15:13:59,25 km/h,744.75 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;厦门市地震局,瑞泉山庄,中国社区",闽D1YX58,偏北(352),"118.082374,24.45178",12875.0,思明区思明南路158号思南好又多一楼
58640,2023-09-11 15:14:01,26 km/h,744.77 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;白鹿路46号;鸿泉大厦,瑞泉山庄,厦门大学附属第一医院",闽D1YX58,偏北(4),"118.082337,24.451924",12875.0,思明区思明南路158号思南好又多一楼
58641,2023-09-11 15:14:09,12 km/h,744.8 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号;中国社区,厦门市地震局,瑞泉山庄",闽D1YX58,偏北(16),"118.082319,24.452235",12875.0,思明区思明南路158号思南好又多一楼
58647,2023-09-11 15:15:19,0 km/h,744.87 km,0秒 / 1分29秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D1YX58,正北(0),"118.082398,24.452641",12875.0,思明区思明南路158号思南好又多一楼
58648,2023-09-11 15:15:49,0 km/h,744.87 km,30秒 / 1分29秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D1YX58,正北(0),"118.082398,24.452641",12875.0,思明区思明南路158号思南好又多一楼
58649,2023-09-11 15:16:19,0 km/h,744.87 km,1分 / 1分29秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D1YX58,正北(0),"118.082398,24.452641",12875.0,思明区思明南路158号思南好又多一楼
58650,2023-09-11 15:16:48,0 km/h,744.87 km,1分29秒 / 1分29秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D1YX58,正北(0),"118.082398,24.452641",12875.0,思明区思明南路158号思南好又多一楼
58651,2023-09-11 15:17:18,1 km/h,744.89 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7-1号;厦门大学附属第一医院,中国社区,福建省厦门双十中学(镇海校区)",闽D1YX58,东南(149),"118.082252,24.452796",12875.0,思明区思明南路158号思南好又多一楼
58652,2023-09-11 15:17:31,4 km/h,744.89 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路,镇海路-石泉路交叉路口;镇海社区居委会,厦门大学附属第一医院核医学科,厦门大学附属第一医院-核医学楼",闽D1YX58,东北(35),"118.082282,24.45281",12875.0,思明区思明南路158号思南好又多一楼
58653,2023-09-11 15:17:46,4 km/h,744.9 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路,镇海路-石泉路交叉路口;镇海社区居委会,厦门大学附属第一医院核医学科,厦门大学附属第一医院-核医学楼",闽D1YX58,东北(65),"118.082343,24.452876",12875.0,思明区思明南路158号思南好又多一楼
58654,2023-09-11 15:17:48,3 km/h,744.9 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路,镇海路-石泉路交叉路口;镇海社区居委会,厦门大学附属第一医院核医学科,厦门大学附属第一医院-核医学楼",闽D1YX58,东北(65),"118.08235,24.452879",12875.0,思明区思明南路158号思南好又多一楼
58676,2023-09-11 15:50:30,0 km/h,745.12 km,1分5秒 / 1分5秒,在线 / 停车 / ACC开,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D1YX58,正北(0),"118.082299,24.45274",12875.0,思明区思明南路158号思南好又多一楼
58677,2023-09-11 15:50:33,4 km/h,745.12 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D1YX58,偏东(83),"118.082323,24.452746",12875.0,思明区思明南路158号思南好又多一楼
58678,2023-09-11 15:50:36,4 km/h,745.12 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7号-之1;中国社区,厦门大学附属第一医院,厦门市地震局",闽D1YX58,偏东(94),"118.082364,24.452752",12875.0,思明区思明南路158号思南好又多一楼
58679,2023-09-11 15:50:45,4 km/h,745.13 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路,镇海路-石泉路交叉路口;镇海社区居委会,厦门大学附属第一医院核医学科,厦门大学附属第一医院-核医学楼",闽D1YX58,西北(333),"118.08234,24.452808",12875.0,思明区思明南路158号思南好又多一楼
58680,2023-09-11 15:50:54,13 km/h,745.15 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路7-1号;厦门大学附属第一医院,中国社区,福建省厦门双十中学(镇海校区)",闽D1YX58,偏北(341),"118.082295,24.452973",12875.0,思明区思明南路158号思南好又多一楼
58681,2023-09-11 15:51:01,21 km/h,745.21 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;石泉路1号;厦门大学附属第一医院,福建省厦门双十中学(镇海校区),四季阁",闽D1YX58,西北(320),"118.081992,24.453476",12875.0,思明区思明南路158号思南好又多一楼
58698,2023-09-11 15:53:11,4 km/h,745.62 km, ,在线 / 行驶,"福建省厦门市思明区开元街道同安路71号;镇海路,镇海路-靖山路交叉路口;镇海明珠,兴业银行(厦门鹭江支行),海狸家口腔(双拾店)",闽D1YX58,偏东(79),"118.083217,24.455982",5246.0,思明分院三号楼11楼生殖医学科
58699,2023-09-11 15:53:13,5 km/h,745.62 km, ,在线 / 行驶,"福建省厦门市思明区开元街道同安路71号;镇海路,镇海路-靖山路交叉路口;镇海明珠,兴业银行(厦门鹭江支行),海狸家口腔(双拾店)",闽D1YX58,东北(64),"118.083253,24.455985",1801.0,"福建厦门古城西路9号
"
58700,2023-09-11 15:53:23,20 km/h,745.66 km, ,在线 / 行驶,"福建省厦门市思明区中华街道;镇海路127号;镇海明珠,兴业银行(鹭江支行),厦门市卫生局",闽D1YX58,东北(53),"118.083579,24.456191",620.0,古城西路6号
58701,2023-09-11 15:53:24,29 km/h,745.67 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;同安路2-、4-、6号;天鹭大厦,兴业银行(鹭江支行),厦门市卫生局",闽D1YX58,东北(52),"118.083643,24.456256",620.0,古城西路6号
58702,2023-09-11 15:53:29,33 km/h,745.72 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;同安路2号-1;天鹭大厦-A栋,厦门市卫生局,兴业银行(鹭江支行)",闽D1YX58,东北(39),"118.083933,24.456595",1231.0,思明区新华路
58703,2023-09-11 15:53:38,41 km/h,745.83 km, ,在线 / 行驶,"福建省厦门市思明区鹭江街道;新华路;沁春园假日别墅,锴成房产,雅芳专卖店(厦门市公安局)",闽D1YX58,东北(29),"118.084509,24.457403",1231.0,思明区新华路
58718,2023-09-11 15:55:24,32 km/h,746.22 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路12-11号;信园,电子器材大楼,泰王国驻厦门总领事馆",闽D1YX58,东南(128),"118.087092,24.457965",5304.0,五号楼3楼3008号药学部
58719,2023-09-11 15:55:26,26 km/h,746.25 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路12号之6;信园,电子器材大楼,白鹭宾馆",闽D1YX58,东南(133),"118.087283,24.457808",5304.0,五号楼3楼3008号药学部
58720,2023-09-11 15:55:30,5 km/h,746.26 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路10-2号;信园,厦门市革命烈士纪念碑及烈士陵园,户外军站",闽D1YX58,西北(331),"118.087342,24.457766",5304.0,五号楼3楼3008号药学部
58721,2023-09-11 15:55:54,0 km/h,746.26 km,0秒 / 0秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;虎园路10-2号;信园,厦门市革命烈士纪念碑及烈士陵园,户外军站",闽D1YX58,正北(0),"118.087325,24.457757",5304.0,五号楼3楼3008号药学部
58722,2023-09-11 15:56:06,4 km/h,746.26 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路10-2号;信园,厦门市革命烈士纪念碑及烈士陵园,户外军站",闽D1YX58,偏南(166),"118.08732,24.457737",5304.0,五号楼3楼3008号药学部
58723,2023-09-11 15:56:24,0 km/h,746.26 km,0秒 / 0秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;虎园路10-2号;信园,厦门市革命烈士纪念碑及烈士陵园,户外军站",闽D1YX58,正北(0),"118.087337,24.457742",5304.0,五号楼3楼3008号药学部
58724,2023-09-11 15:56:34,8 km/h,746.26 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路10-2号;信园,厦门市革命烈士纪念碑及烈士陵园,户外军站",闽D1YX58,东南(129),"118.087353,24.45773",5304.0,五号楼3楼3008号药学部
58725,2023-09-11 15:56:39,16 km/h,746.28 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路10-2号;信园,厦门市革命烈士纪念碑及烈士陵园,户外军站",闽D1YX58,偏东(108),"118.087469,24.457673",5304.0,五号楼3楼3008号药学部
58726,2023-09-11 15:56:40,16 km/h,746.28 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路10-2号;信园,厦门市革命烈士纪念碑及烈士陵园,户外军站",闽D1YX58,偏东(84),"118.087555,24.457658",5304.0,五号楼3楼3008号药学部
58727,2023-09-11 15:56:44,24 km/h,746.3 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;虎园路10号;厦门市革命烈士纪念碑及烈士陵园,厦门技术创新孵化园,信园",闽D1YX58,东北(35),"118.087682,24.457766",5304.0,五号楼3楼3008号药学部
58730,2023-09-11 15:57:10,20 km/h,746.53 km, ,在线 / 行驶,"福建省厦门市思明区开元街道万寿街5号;育青路,文园路辅路-育青路交叉路口;胡一刀(文园路店),吸引茶饮(一中店),创冠体育大厦",闽D1YX58,东北(59),"118.089203,24.459293",31592.0,斗西路2号  消毒中心
58740,2023-09-11 15:58:53,2 km/h,746.71 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路124号;文园路综合楼,中山公园实验小学社区,百家阁",闽D1YX58,偏南(165),"118.090069,24.460482",2049.0,"厦门市溪岸路174号
"
58741,2023-09-11 15:59:06,6 km/h,746.71 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路124号;文园路综合楼,中山公园实验小学社区,百家阁",闽D1YX58,东北(33),"118.090072,24.460527",2049.0,"厦门市溪岸路174号
"
58742,2023-09-11 15:59:13,31 km/h,746.76 km, ,在线 / 行驶,"福建省厦门市思明区开元街道文园路92～;文园路辅路,文园路-文园路辅路交叉路口;南京军区厦门肾病中心,中国人民解放军陆军第七十三集团军医院,厦门大学附属成功医院",闽D1YX58,东北(44),"118.090341,24.460902",2049.0,"厦门市溪岸路174号
"
58743,2023-09-11 15:59:16,32 km/h,746.78 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路118号;中铁大厦,闽侨大厦(中兴路),文园路综合楼",闽D1YX58,东北(59),"118.09055,24.461041",2049.0,"厦门市溪岸路174号
"
58760,2023-09-11 16:02:34,7 km/h,747.03 km, ,在线 / 行驶,"福建省厦门市思明区;文园路92-～96;中国人民解放军第一七四医院,闽侨大厦(中兴路),百家阁",闽D1YX58,偏北(341),"118.090073,24.461007",2049.0,"厦门市溪岸路174号
"
58761,2023-09-11 16:02:36,10 km/h,747.04 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路92-～96;中国人民解放军第一七四医院,闽侨大厦(中兴路),中山公园实验小学社区",闽D1YX58,东北(23),"118.090078,24.461068",2049.0,"厦门市溪岸路174号
"
58762,2023-09-11 16:02:38,6 km/h,747.04 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路92-～96;中国人民解放军第一七四医院,闽侨大厦(中兴路),中山公园实验小学社区",闽D1YX58,偏北(348),"118.090095,24.461132",2049.0,"厦门市溪岸路174号
"
58763,2023-09-11 16:02:47,1 km/h,747.05 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路92-～96;中国人民解放军第一七四医院,厦门大学附属成功医院,闽侨大厦(中兴路)",闽D1YX58,偏北(338),"118.090082,24.461244",2049.0,"厦门市溪岸路174号
"
58764,2023-09-11 16:02:49,4 km/h,747.06 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路92-～96;中国人民解放军第一七四医院,厦门大学附属成功医院,闽侨大厦(中兴路)",闽D1YX58,东北(64),"118.090108,24.461258",2049.0,"厦门市溪岸路174号
"
58765,2023-09-11 16:02:51,5 km/h,747.06 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路92-～96;中国人民解放军第一七四医院,厦门大学附属成功医院,闽侨大厦(中兴路)",闽D1YX58,偏东(102),"118.090141,24.461263",2049.0,"厦门市溪岸路174号
"
58766,2023-09-11 16:02:53,6 km/h,747.06 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路辅路,文园路-文园路辅路交叉路口;厦门大学附属成功医院,闽侨大厦(中兴路),邮电宾馆综合楼",闽D1YX58,偏南(160),"118.090165,24.46125",2049.0,"厦门市溪岸路174号
"
58767,2023-09-11 16:02:55,5 km/h,747.06 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路辅路,文园路-文园路辅路交叉路口;厦门大学附属成功医院,闽侨大厦(中兴路),邮电宾馆综合楼",闽D1YX58,偏南(194),"118.090169,24.461236",2049.0,"厦门市溪岸路174号
"
58768,2023-09-11 16:03:17,0 km/h,747.07 km,0秒 / 0秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;文园路辅路,文园路-文园路辅路交叉路口;厦门大学附属成功医院,闽侨大厦(中兴路),邮电宾馆综合楼",闽D1YX58,正北(0),"118.090239,24.461307",2049.0,"厦门市溪岸路174号
"
58769,2023-09-11 16:18:43,5 km/h,747.08 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路辅路,文园路-文园路辅路交叉路口;厦门大学附属成功医院,闽侨大厦(中兴路),邮电宾馆综合楼",闽D1YX58,东北(42),"118.090183,24.461227",2049.0,"厦门市溪岸路174号
"
58770,2023-09-11 16:18:55,0 km/h,747.1 km,0秒 / 0秒,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;文园路92-～96;中国人民解放军第一七四医院,闽侨大厦(中兴路),中山公园实验小学社区",闽D1YX58,正北(0),"118.090009,24.461157",2049.0,"厦门市溪岸路174号
"
58771,2023-09-11 16:19:17,4 km/h,747.11 km, ,在线 / 行驶,"福建省厦门市思明区开元街道;文园路92-～96;闽侨宾馆,中国人民解放军第一七四医院,闽侨大厦(中兴路)",闽D1YX58,西南(226),"118.089958,24.461167",2049.0,"厦门市溪岸路174号
"
58772,2023-09-11 16:19:25,0 km/h,747.11 km,0秒 / 1分,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;文园路92-～96;闽侨宾馆,中国人民解放军第一七四医院,闽侨大厦(中兴路)",闽D1YX58,正北(0),"118.089927,24.461158",2049.0,"厦门市溪岸路174号
"
58773,2023-09-11 16:19:55,0 km/h,747.11 km,30秒 / 1分,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;文园路92-～96;闽侨宾馆,中国人民解放军第一七四医院,闽侨大厦(中兴路)",闽D1YX58,正北(0),"118.089927,24.461158",2049.0,"厦门市溪岸路174号
"
58774,2023-09-11 16:20:25,0 km/h,747.11 km,1分 / 1分,在线 / 停车 / ACC开,"福建省厦门市思明区开元街道;文园路92-～96;闽侨宾馆,中国人民解放军第一七四医院,闽侨大厦(中兴路)",闽D1YX58,正北(0),"118.089927,24.461158",2049.0,"厦门市溪岸路174号
"
58775,2023-09-11 16:20:30,4 km/h,747.14 km, ,在线 / 行驶,"福建省厦门市思明区;文园路92-～96;闽侨大厦(中兴路),百家阁,国贸凤凰园",闽D1YX58,东南(144),"118.089933,24.460928",2049.0,"厦门市溪岸路174号
"
58776,2023-09-11 16:20:34,4 km/h,747.14 km, ,在线 / 行驶,"福建省厦门市思明区;文园路92-～96;百家阁,闽侨大厦(中兴路),文园路综合楼",闽D1YX58,偏南(163),"118.08995,24.460876",2049.0,"厦门市溪岸路174号
"
58777,2023-09-11 16:20:38,6 km/h,747.15 km, ,在线 / 行驶,"福建省厦门市思明区;文园路92-～96;百家阁,闽侨大厦(中兴路),文园路综合楼",闽D1YX58,偏南(175),"118.089961,24.460824",2049.0,"厦门市溪岸路174号
"
58778,2023-09-11 16:20:40,4 km/h,747.15 km, ,在线 / 行驶,"福建省厦门市思明区;文园路92-～96;百家阁,闽侨大厦(中兴路),文园路综合楼",闽D1YX58,偏南(199),"118.089959,24.46081",2049.0,"厦门市溪岸路174号
"
58779,2023-09-11 16:20:44,4 km/h,747.15 km, ,在线 / 行驶,"福建省厦门市思明区;文园路92-～96;百家阁,闽侨大厦(中兴路),文园路综合楼",闽D1YX58,偏南(201),"118.089931,24.460765",2049.0,"厦门市溪岸路174号
"
58780,2023-09-11 16:20:46,7 km/h,747.16 km, ,在线 / 行驶,"福建省厦门市思明区;文园路124号;闽侨大厦(中兴路),百家阁,国贸凤凰园",闽D1YX58,偏南(186),"118.08992,24.460732",2049.0,"厦门市溪岸路174号
"
58781,2023-09-11 16:20:48,6 km/h,747.16 km, ,在线 / 行驶,"福建省厦门市思明区;文园路124号;闽侨大厦(中兴路),百家阁,国贸凤凰园",闽D1YX58,偏南(202),"118.089916,24.460717",2049.0,"厦门市溪岸路174号
"
58782,2023-09-11 16:20:50,9 km/h,747.16 km, ,在线 / 行驶,"福建省厦门市思明区;文园路124号;闽侨大厦(中兴路),百家阁,国贸凤凰园",闽D1YX58,西南(220),"118.089891,24.460684",2049.0,"厦门市溪岸路174号
"
58783,2023-09-11 16:20:52,10 km/h,747.17 km, ,在线 / 行驶,"福建省厦门市思明区;文园路124号;闽侨大厦(中兴路),百家阁,国贸凤凰园",闽D1YX58,偏南(202),"118.089852,24.460616",2049.0,"厦门市溪岸路174号
"
58784,2023-09-11 16:20:54,7 km/h,747.17 km, ,在线 / 行驶,"福建省厦门市思明区;文园路124号;闽侨大厦(中兴路),百家阁,国贸凤凰园",闽D1YX58,东南(149),"118.089857,24.460599",2049.0,"厦门市溪岸路174号
"
58785,2023-09-11 16:20:55,8 km/h,747.17 km, ,在线 / 行驶,"福建省厦门市思明区;文园路126号;百家阁,闽侨大厦(中兴路),国贸凤凰园",闽D1YX58,东南(155),"118.089868,24.460581",2049.0,"厦门市溪岸路174号
"
58786,2023-09-11 16:20:56,11 km/h,747.17 km, ,在线 / 行驶,"福建省厦门市思明区;文园路126号;百家阁,闽侨大厦(中兴路),国贸凤凰园",闽D1YX58,偏南(190),"118.089867,24.460552",2049.0,"厦门市溪岸路174号
"
58787,2023-09-11 16:20:58,13 km/h,747.19 km, ,在线 / 行驶,"福建省厦门市思明区;文园路126号;百家阁,闽侨大厦(中兴路),国贸凤凰园",闽D1YX58,偏南(174),"118.089869,24.460453",2049.0,"厦门市溪岸路174号
