distance,duration,origin,destination
33446,1953,0,2636
34806,2062,0,2638
43312,2812,0,2637
49761,3703,0,2639
35571,2197,0,2641
41452,2773,0,2642
34970,2452,0,2644
40686,2801,0,2643
34244,2325,0,2645
33931,2279,0,2646
25252,1648,0,2647
28310,1960,0,2640
33212,1892,0,2648
35420,1896,0,2649
44253,2657,0,2651
35409,2050,0,2650
44454,2859,0,2652
38504,2068,0,2654
32503,1734,0,2657
39032,2120,0,2659
43104,2459,0,2653
36867,2381,0,2660
40194,2284,0,2661
34929,1920,0,2656
35499,2082,0,2662
35640,2080,0,2655
31287,1908,0,2658
35451,1979,0,2663
35540,1990,0,2664
48773,2643,0,2665
29765,1986,0,2666
35560,2178,0,2667
11903,1430,0,2669
47104,3362,0,2668
39797,2664,0,2670
32878,1842,0,2672
40095,2165,0,2673
34033,2034,0,2674
42922,2346,0,2677
41566,2685,0,2675
41094,2158,0,2676
35185,2058,0,2671
29615,1865,0,2678
30187,1932,0,2679
42606,2549,0,2680
30207,1917,0,2681
40357,2362,0,2683
39902,2141,0,2684
37833,2006,0,2682
35247,1958,0,2686
38320,2079,0,2685
30772,2062,0,2688
39986,2153,0,2687
43966,2625,0,2691
35507,2043,0,2690
35742,1942,0,2694
33682,2031,0,2693
36605,2262,0,2695
39604,2245,0,2696
33121,1904,0,2689
33639,1838,0,2697
43401,2489,0,2698
29543,1760,0,2700
33804,2048,0,2699
34599,1845,0,2701
35509,2001,0,2702
34057,2013,0,2703
33388,1923,0,2705
43928,2642,0,2692
38711,2173,0,2704
35526,2019,0,2706
40260,2237,0,2707
33709,1757,0,2708
35656,2029,0,2710
33264,1928,0,2711
32819,1834,0,2713
43920,2638,0,2712
38776,2090,0,2715
40336,2199,0,2714
28267,1938,0,2709
35917,2026,0,2716
38875,2203,0,2719
33282,1971,0,2718
40361,2352,0,2720
39645,2245,0,2721
36153,1982,0,2723
35454,1982,0,2724
42189,2261,0,2717
34867,1927,0,2726
31707,2099,0,2725
35797,2256,0,2727
32503,1749,0,2728
40071,2178,0,2722
42233,2477,0,2730
35334,2032,0,2729
43041,2316,0,2731
28690,1767,0,2734
35798,2042,0,2733
35574,2192,0,2732
18575,1637,0,2735
34587,2094,0,2736
42339,2530,0,2738
35797,2256,0,2737
37386,1939,0,2739
34799,2087,0,2742
35023,2393,0,2741
33480,2295,0,2744
42332,2281,0,2746
34958,1991,0,2740
40295,2269,0,2749
40054,2238,0,2748
32652,1821,0,2743
44208,2655,0,2750
40002,2258,0,2745
41275,2302,0,2751
33946,2010,0,2747
40617,2244,0,2753
42143,2245,0,2754
34976,1939,0,2752
33178,1915,0,2755
38432,2050,0,2756
31634,2083,0,2757
35197,2071,0,2758
38659,2190,0,2759
36365,2186,0,2761
34132,2012,0,2762
32167,2285,0,2760
40892,2441,0,2763
35750,2285,0,2765
37253,2304,0,2766
28870,1781,0,2767
34959,1784,0,2770
41814,2204,0,2768
33126,1931,0,2764
32571,1902,0,2773
38966,2110,0,2772
32718,2073,0,2774
33657,2071,0,2776
33389,1937,0,2775
40786,2384,0,2769
33265,1986,0,2771
39275,2218,0,2777
39891,2163,0,2778
35396,2169,0,2780
28308,1736,0,2781
35902,2298,0,2783
35480,2184,0,2782
35017,1937,0,2785
38948,2136,0,2784
35831,1977,0,2786
36387,2367,0,2779
31848,2136,0,2787
40670,2296,0,2788
36919,2279,0,2789
32770,2155,0,2792
38670,2675,0,2791
28970,2171,0,2793
33657,2327,0,2794
41452,2795,0,2795
35571,2074,0,2790
36492,1822,0,2797
32916,1877,0,2796
34770,1935,0,2798
34732,1868,0,2799
41923,2232,0,2800
40325,2232,0,2801
46179,3085,0,2802
38115,2140,0,2805
35247,1961,0,2803
33486,2297,0,2804
40489,2253,0,2806
38627,2182,0,2807
33511,1819,0,2809
38454,2001,0,2808
35811,2263,0,2810
32805,1938,0,2812
37222,2351,0,2813
40365,2349,0,2811
36140,1986,0,2815
37833,2022,0,2814
36188,2101,0,2816
36989,2317,0,2821
35726,2198,0,2819
41248,2459,0,2820
41987,2603,0,2822
34504,1868,0,2823
45427,2371,0,2817
39162,2559,0,2824
36637,2218,0,2827
40624,2250,0,2826
35077,2060,0,2830
37854,2030,0,2829
44000,2660,0,2831
37962,2391,0,2818
43836,2412,0,2833
33285,2043,0,2825
37826,1994,0,2832
37647,1961,0,2828
38930,2125,0,2835
33307,2002,0,2836
41814,2204,0,2837
28830,1750,0,2839
37906,2257,0,2838
36094,2132,0,2840
27295,1687,0,2841
32537,1723,0,2834
36981,2290,0,2844
33146,1976,0,2847
39051,2198,0,2846
38561,2047,0,2845
34071,2238,0,2848
31232,2056,0,2842
36933,2244,0,2849
35969,2000,0,2843
33274,1717,0,2850
31441,1658,0,2853
40183,2247,0,2851
37370,2349,0,2854
35145,1962,0,2857
35832,2078,0,2855
33727,2023,0,2856
34627,2222,0,2858
35311,2017,0,2852
33235,1959,0,2859
32297,1794,0,2863
33126,1971,0,2862
37656,2521,0,2864
35490,1930,0,2865
42360,2364,0,2866
32173,2289,0,2860
16885,1229,0,2869
37098,2354,0,2870
35100,2003,0,2868
35606,2316,0,2871
34770,2234,0,2867
32786,1934,0,2872
42327,2286,0,2873
34835,2131,0,2861
33914,2096,0,2874
32437,1794,0,2875
34749,1904,0,2876
35205,1971,0,2877
35369,1833,0,2878
30985,1948,0,2880
20140,1426,0,2879
41773,2263,0,2882
39132,2154,0,2884
40780,2337,0,2883
39006,2127,0,2885
8157,902,0,2888
7729,864,0,2887
43430,2575,0,2886
37774,1989,0,2881
4454,783,0,2889
6474,953,0,2890
13636,1712,0,2891
8746,1314,0,2892
5746,1014,0,2894
10195,944,0,2895
3828,716,0,2896
3012,458,0,2897
1856,436,0,2899
7524,861,0,2898
7650,853,0,2900
1540,284,0,2893
8377,971,0,2902
7776,902,0,2901
7426,793,0,2903
8245,912,0,2905
8132,643,0,2904
9767,849,0,2906
3053,535,0,2907
8814,1015,0,2909
18369,1362,0,2908
8503,968,0,2910
7878,875,0,2911
6560,675,0,2913
9138,742,0,2914
5140,887,0,2915
1235,277,0,2917
8078,927,0,2919
4588,744,0,2921
7615,836,0,2912
2853,529,0,2923
7224,714,0,2918
10138,905,0,2916
6196,972,0,2924
2237,490,0,2925
2667,538,0,2926
4031,709,0,2920
2476,457,0,2922
8706,1039,0,2927
2812,483,0,2928
2635,485,0,2929
1785,391,0,2930
8496,973,0,2933
3063,424,0,2932
7351,816,0,2937
8515,975,0,2935
8846,1042,0,2936
3075,520,0,2939
6352,720,0,2931
6382,661,0,2940
3933,667,0,2934
16368,1086,0,2942
9654,1197,0,2943
1541,373,0,2941
4532,730,0,2938
8178,900,0,2945
12454,1430,0,2944
5655,886,0,2950
7099,847,0,2949
6987,921,0,2948
4716,786,0,2953
8148,873,0,2952
8500,982,0,2946
3905,678,0,2947
7671,858,0,2954
7727,897,0,2956
7637,850,0,2951
5403,617,0,2958
2648,439,0,2959
16082,1394,0,2960
3274,611,0,2955
4467,708,0,2961
7585,834,0,2962
10111,1085,0,2963
10061,1263,0,2964
6907,966,0,2965
18383,1508,0,2966
14759,1047,0,2969
4975,833,0,2967
15606,1144,0,2968
7388,784,0,2970
3931,607,0,2972
3855,639,0,2957
10495,1393,0,2971
7297,765,0,2973
11235,1496,0,2974
10062,1263,0,2976
9761,865,0,2975
3564,606,0,2977
9943,899,0,2979
9569,883,0,2980
8363,978,0,2978
7060,1115,0,2982
10488,1002,0,2984
9766,900,0,2983
19375,1203,0,2985
3205,595,0,2987
2803,487,0,2986
9872,1048,0,2981
5137,752,0,2990
4923,791,0,2991
10053,943,0,2992
4146,681,0,2988
8770,1010,0,2994
7701,898,0,2993
2840,487,0,2995
4962,862,0,2989
3404,587,0,3001
9760,871,0,3000
7587,866,0,2999
2678,496,0,3003
5948,903,0,2996
9126,884,0,2997
7880,962,0,2998
11483,1492,0,3005
8472,950,0,3002
8194,666,0,3007
8462,964,0,3009
9827,1308,0,3008
2449,494,0,3010
2948,559,0,3011
9253,1042,0,3006
8848,1027,0,3004
6177,947,0,3012
2715,500,0,3015
9046,1063,0,3013
2488,475,0,3016
7729,864,0,3018
7728,797,0,3017
9930,1270,0,3020
6603,852,0,3022
2184,412,0,3014
4848,533,0,3023
10290,980,0,3025
10160,952,0,3019
8160,929,0,3024
10450,980,0,3026
2549,445,0,3027
10307,949,0,3021
6768,760,0,3028
4752,749,0,3029
6383,773,0,3032
7829,928,0,3030
8983,802,0,3031
7367,817,0,3033
1525,286,0,3036
3081,549,0,3035
9235,828,0,3034
10194,918,0,3037
10545,1008,0,3038
3606,607,0,3039
6726,671,0,3040
3470,787,0,3043
9700,812,0,3042
2596,434,0,3045
2677,479,0,3047
10141,904,0,3048
7755,804,0,3041
2830,531,0,3050
9254,1389,0,3049
3440,633,0,3051
2531,431,0,3052
2883,576,0,3046
8961,804,0,3053
1664,345,0,3054
2621,487,0,3055
4492,717,0,3056
10092,939,0,3057
8636,882,0,3058
2566,443,0,3059
10271,968,0,3061
7641,865,0,3060
3474,614,0,3044
2725,501,0,3063
2555,488,0,3062
9294,846,0,3064
2179,427,0,3065
4724,782,0,3066
8132,643,0,3067
10336,921,0,3068
2218,404,0,3071
2510,427,0,3070
12074,1009,0,3069
11521,1022,0,3072
10067,963,0,3073
8914,779,0,3074
8427,999,0,3075
6895,834,0,3076
7587,756,0,3078
8956,802,0,3077
6401,827,0,3079
3410,611,0,3080
3774,614,0,3081
11837,1498,0,3082
9780,847,0,3083
9511,809,0,3084
9842,881,0,3085
9101,799,0,3086
9373,848,0,3087
8478,1021,0,3088
4910,827,0,3089
2771,527,0,3092
6308,840,0,3091
8819,1203,0,3094
9304,849,0,3093
1606,299,0,3095
9704,872,0,3096
2697,508,0,3090
8422,956,0,3097
8206,807,0,3098
8935,792,0,3099
5659,1033,0,3101
9532,883,0,3100
8120,928,0,3102
4939,738,0,3103
2930,536,0,3105
2365,417,0,3104
2556,450,0,3107
2675,541,0,3106
5878,1059,0,3108
8280,951,0,3109
10243,1019,0,3110
615,165,0,3111
7542,889,0,3112
3845,670,0,3113
2873,532,0,3114
8212,808,0,3115
2818,526,0,3116
9468,873,0,3117
3106,577,0,3119
6578,744,0,3121
8185,900,0,3120
3008,457,0,3123
10453,1110,0,3122
6895,1004,0,3125
3703,630,0,3118
1218,294,0,3124
8844,1018,0,3126
2485,478,0,3127
842,242,0,3128
3287,528,0,3129
9698,924,0,3130
9197,790,0,3131
9160,960,0,3132
6604,1001,0,3133
4008,633,0,3136
4155,669,0,3137
7466,778,0,3138
6464,879,0,3140
7339,824,0,3139
9535,886,0,3141
8484,1020,0,3134
2601,511,0,3135
10140,904,0,3142
10315,967,0,3144
3612,614,0,3145
2524,450,0,3146
519,148,0,3147
7621,791,0,3150
8272,677,0,3151
7317,806,0,3143
9205,792,0,3152
4142,677,0,3154
2481,510,0,3153
3083,593,0,3148
8819,749,0,3155
3063,483,0,3149
2469,465,0,3157
10419,981,0,3158
6224,789,0,3160
3552,588,0,3159
11524,1241,0,3161
2131,437,0,3163
10583,1456,0,3162
4961,761,0,3156
5470,827,0,3165
6715,1021,0,3167
4424,744,0,3166
2925,555,0,3170
8773,1061,0,3169
6532,711,0,3172
2989,520,0,3168
6808,921,0,3171
2848,515,0,3164
1214,293,0,3177
1504,330,0,3174
5204,790,0,3173
4484,706,0,3180
7699,867,0,3179
6940,736,0,3183
6068,914,0,3182
2841,545,0,3178
2772,527,0,3175
7217,810,0,3176
7108,690,0,3185
6882,834,0,3184
8985,786,0,3181
8589,1325,0,3186
7625,858,0,3187
3944,609,0,3190
7498,1181,0,3189
6901,897,0,3191
5830,560,0,3192
12617,1286,0,3193
10172,976,0,3195
4867,790,0,3188
7490,782,0,3194
4962,769,0,3196
7441,749,0,3197
867,260,0,3198
3774,614,0,3199
2755,635,0,3200
11940,1342,0,3205
25097,1839,0,3204
9025,831,0,3206
12107,1440,0,3207
3183,482,0,3202
5659,900,0,3203
8262,849,0,3201
10524,930,0,3210
25130,1846,0,3211
2777,554,0,3212
6181,925,0,3208
43344,2771,0,3215
67001,4230,0,3214
57923,3948,0,3216
9360,1168,0,3218
59801,4054,0,3217
17191,1366,0,3219
54175,2811,0,3220
29804,2135,0,3221
64478,4023,0,3213
7216,713,0,3209
52988,2644,0,3224
21654,1532,0,3223
20058,1578,0,3225
53680,2679,0,3226
52770,2569,0,3227
57105,3012,0,3228
76,38,0,3222
53534,2686,0,3229
19371,1557,0,3231
26547,1746,0,3230
21622,1499,0,3232
20741,1716,0,3234
26788,1891,0,3235
23096,1624,0,3236
57167,2986,0,3237
51598,2514,0,3238
53315,2699,0,3240
19376,1540,0,3242
20743,1698,0,3233
25733,1859,0,3244
52777,2577,0,3243
51801,2480,0,3241
20538,1569,0,3239
20656,1584,0,3246
23183,1606,0,3248
23222,1633,0,3250
19174,1431,0,3247
19899,1547,0,3249
22301,1560,0,3251
21890,1477,0,3252
19807,1508,0,3245
20728,1679,0,3253
23123,1493,0,3257
21864,1416,0,3254
23107,1449,0,3258
23185,1745,0,3255
21762,1444,0,3256
22587,1393,0,3259
18456,1289,0,3261
21482,1362,0,3265
22518,1781,0,3263
22029,1778,0,3264
20433,1361,0,3262
21957,1537,0,3266
19793,1229,0,3260
18430,1304,0,3267
19548,1499,0,3270
19682,1330,0,3271
19964,1363,0,3273
20006,1586,0,3272
20766,1438,0,3274
20931,1487,0,3268
18455,1370,0,3279
19876,1535,0,3276
18717,1435,0,3278
21346,1732,0,3269
18133,1232,0,3280
21492,1371,0,3275
18083,1176,0,3281
21337,1236,0,3283
18652,1411,0,3284
18549,1374,0,3277
20327,1365,0,3287
19834,1508,0,3288
19680,1296,0,3282
21202,1565,0,3285
18297,1277,0,3290
20087,1626,0,3289
22506,1466,0,3292
32912,2018,0,3286
22012,1438,0,3293
19835,1299,0,3296
18733,1441,0,3295
27498,1630,0,3291
20067,1634,0,3297
20497,1364,0,3299
22214,1721,0,3298
22315,1415,0,3303
21008,1585,0,3301
18682,1162,0,3294
21584,1385,0,3304
20278,1378,0,3302
18674,1335,0,3306
18915,1346,0,3305
24009,1818,0,3300
20259,1330,0,3310
22422,1482,0,3309
35431,1976,0,3307
18670,1314,0,3311
21362,1738,0,3308
19504,1209,0,3313
25431,1678,0,3312
21820,1689,0,3314
21732,1415,0,3315
21540,1559,0,3316
21210,1567,0,3319
22972,1476,0,3318
22368,1471,0,3317
22275,1372,0,3320
22139,1487,0,3321
23303,1550,0,3322
21661,1398,0,3326
22652,1660,0,3323
23291,1508,0,3327
21673,1506,0,3325
22285,1362,0,3329
22479,1460,0,3328
19344,1418,0,3330
21583,1544,0,3332
20181,1265,0,3324
22259,1381,0,3333
21923,1434,0,3331
21194,1472,0,3335
20872,1467,0,3336
19928,1248,0,3337
20825,1418,0,3339
20440,1416,0,3340
19418,1229,0,3334
21613,1497,0,3341
21265,1556,0,3342
20535,1394,0,3343
20347,1474,0,3344
19889,1540,0,3348
22477,1429,0,3347
22195,1747,0,3338
21388,1557,0,3345
21346,1587,0,3346
20992,1579,0,3349
20542,1396,0,3350
22219,1702,0,3351
21109,1576,0,3353
20212,1412,0,3356
27915,1779,0,3354
22221,1423,0,3358
22774,1722,0,3357
18508,1366,0,3352
27936,1787,0,3360
20878,1469,0,3362
18317,1311,0,3355
19590,1368,0,3361
20077,1315,0,3363
21066,1507,0,3364
20242,1327,0,3359
21299,1715,0,3369
20150,1640,0,3366
17853,1092,0,3365
18577,1369,0,3370
19996,1558,0,3371
17864,1095,0,3368
18503,1364,0,3373
20514,1417,0,3367
18787,1373,0,3374
18749,1286,0,3375
17817,1083,0,3376
18376,1232,0,3372
18424,1319,0,3381
18476,1369,0,3382
22504,1806,0,3380
17794,1228,0,3377
22823,1711,0,3378
20422,1407,0,3379
21873,1414,0,3383
20193,1365,0,3384
22684,1668,0,3386
21026,1580,0,3385
21177,1469,0,3390
20801,1439,0,3387
21812,1522,0,3389
22262,1783,0,3388
24115,1826,0,3396
20103,1393,0,3397
19974,1551,0,3395
21833,1530,0,3394
19555,1340,0,3398
19759,1344,0,3391
23014,1438,0,3392
20104,1639,0,3401
21115,1482,0,3393
20173,1422,0,3400
23097,1464,0,3402
19654,1347,0,3403
21883,1418,0,3405
19792,1493,0,3399
20939,1491,0,3407
21951,1426,0,3410
19980,1591,0,3409
18339,1249,0,3404
21641,1666,0,3411
22034,1763,0,3414
22505,1807,0,3413
21765,1395,0,3408
19648,1260,0,3412
21069,1549,0,3416
20084,1358,0,3417
22077,1524,0,3415
21000,1470,0,3421
22916,1458,0,3420
22783,1700,0,3406
21230,1574,0,3418
21189,1638,0,3419
22079,1354,0,3422
21662,1629,0,3423
22091,1347,0,3426
21861,1409,0,3425
22041,1593,0,3428
23661,1550,0,3429
22435,1731,0,3424
20032,1627,0,3427
21516,1661,0,3430
19492,1406,0,3431
19864,1530,0,3432
21689,1367,0,3433
17914,1551,0,3434
21570,1726,0,3437
22581,1386,0,3435
19984,1460,0,3438
22163,1721,0,3444
21930,1427,0,3440
23089,1474,0,3442
21066,1513,0,3436
19378,1234,0,3443
20246,1685,0,3445
19327,1414,0,3439
21836,1412,0,3450
19564,1241,0,3447
21271,1575,0,3448
19719,1454,0,3441
20869,1444,0,3451
18347,1341,0,3452
21136,1530,0,3456
20550,1442,0,3454
25930,1885,0,3455
20145,1320,0,3453
20331,1319,0,3449
23128,1494,0,3446
23105,1438,0,3457
18806,1519,0,3458
21191,1557,0,3461
19345,1247,0,3463
20452,1423,0,3460
19289,1398,0,3459
18206,1263,0,3462
23287,1507,0,3464
19794,1480,0,3465
21572,1540,0,3466
18580,1386,0,3470
20249,1395,0,3469
19899,1531,0,3472
21259,1594,0,3467
19984,1334,0,3474
20829,1474,0,3475
18209,1269,0,3468
20955,1441,0,3471
22073,1511,0,3477
20985,1526,0,3476
20999,1550,0,3478
19474,1473,0,3473
22526,1724,0,3479
18338,1292,0,3480
19883,1331,0,3481
20433,1411,0,3483
22134,1415,0,3485
20635,1423,0,3484
22743,1740,0,3482
22382,1420,0,3486
19461,1485,0,3490
18462,1294,0,3493
20926,1248,0,3492
20001,1323,0,3491
20263,1713,0,3487
22049,1697,0,3494
17642,1221,0,3495
20115,1349,0,3496
22717,1408,0,3498
21925,1490,0,3497
19467,1487,0,3499
20277,1378,0,3488
20540,1497,0,3500
19268,1448,0,3505
18188,1232,0,3504
20572,1457,0,3502
24271,1483,0,3506
21292,1616,0,3489
26197,1889,0,3507
19302,1416,0,3503
18401,1308,0,3512
19920,1292,0,3501
24100,1492,0,3510
25187,1817,0,3508
19301,1788,0,3511
26281,1685,0,3513
25847,1711,0,3509
19256,1283,0,3515
9974,907,0,3517
26042,1893,0,3514
17281,1179,0,3516
23310,1471,0,3519
32847,1831,0,3518
34870,1932,0,3520
21326,1870,0,3521
25857,1865,0,3522
